play,from_node,from_label,rel_type,to_node,to_label,extraction_source
MACBETH,DUNCAN,PERSON,RULES,Scotland,GPE,play_configs
MACBETH,MACBETH,PERSON,RULES,Scotland,GPE,play_configs
MACBETH,MALCOLM,PERSON,RULES,Scotland,GPE,play_configs
MACBETH,SIWARD,PERSON,RULES,Northumberland,GPE,play_configs
MACBETH,MACBETH,PERSON,HOLDS_TITLE,Thane of Glamis,TITLE,play_configs
MACBETH,MACBETH,PERSON,HOLDS_TITLE,Thane of Cawdor,TITLE,play_configs
MACBETH,MACBETH,PERSON,HOLDS_TITLE,King of Scotland,TITLE,play_configs
MACBETH,DUNCAN,PERSON,HOLDS_TITLE,King of Scotland,TITLE,play_configs
MACBETH,MACDUFF,PERSON,HOLDS_TITLE,Thane of Fife,TITLE,play_configs
MACBETH,SIWARD,PERSON,HOLDS_TITLE,Earl of Northumberland,TITLE,play_configs
MACBETH,Inverness,GPE,LOCATED_IN,Scotland,GPE,play_configs
MACBETH,Forres,GPE,LOCATED_IN,Scotland,GPE,play_configs
MACBETH,Fife,GPE,LOCATED_IN,Scotland,GPE,play_configs
MACBETH,Dunsinane,GPE,LOCATED_IN,Scotland,GPE,play_configs
MACBETH,Birnam Wood,GPE,LOCATED_IN,Scotland,GPE,play_configs
A MIDSUMMER NIGHT'S DREAM,THESEUS,PERSON,DUKE_OF,Athens,GPE,cast_list
A MIDSUMMER NIGHT'S DREAM,HIPPOLYTA,PERSON,QUEEN_OF,the Amazons,GPE,cast_list
A MIDSUMMER NIGHT'S DREAM,EGEUS,PERSON,FATHER_TO,Hermia,PERSON,cast_list
A MIDSUMMER NIGHT'S DREAM,HERMIA,PERSON,DAUGHTER_TO,Egeus,PERSON,cast_list
A MIDSUMMER NIGHT'S DREAM,HELENA,PERSON,IN_LOVE_WITH,Demetrius,PERSON,cast_list
A MIDSUMMER NIGHT'S DREAM,LYSANDER,PERSON,IN_LOVE_WITH,Hermia,PERSON,cast_list
A MIDSUMMER NIGHT'S DREAM,DEMETRIUS,PERSON,IN_LOVE_WITH,Hermia,PERSON,cast_list
A MIDSUMMER NIGHT'S DREAM,PHILOSTRATE,PERSON,MASTER_OF,the Revels to Theseus,GPE,cast_list
A MIDSUMMER NIGHT'S DREAM,OBERON,PERSON,KING_OF,the Fairies,GPE,cast_list
A MIDSUMMER NIGHT'S DREAM,TITANIA,PERSON,QUEEN_OF,the Fairies,GPE,cast_list
A MIDSUMMER NIGHT'S DREAM,THESEUS,PERSON,MARRIED_TO,HIPPOLYTA,PERSON,play_configs
A MIDSUMMER NIGHT'S DREAM,OBERON,PERSON,MARRIED_TO,TITANIA,PERSON,play_configs
A MIDSUMMER NIGHT'S DREAM,HERMIA,PERSON,DAUGHTER_OF,EGEUS,PERSON,play_configs
A MIDSUMMER NIGHT'S DREAM,LYSANDER,PERSON,LOVES,HERMIA,PERSON,play_configs
A MIDSUMMER NIGHT'S DREAM,DEMETRIUS,PERSON,LOVES,HERMIA,PERSON,play_configs
A MIDSUMMER NIGHT'S DREAM,DEMETRIUS,PERSON,LOVES,HELENA,PERSON,play_configs
A MIDSUMMER NIGHT'S DREAM,HELENA,PERSON,LOVES,DEMETRIUS,PERSON,play_configs
A MIDSUMMER NIGHT'S DREAM,HERMIA,PERSON,LOVES,LYSANDER,PERSON,play_configs
A MIDSUMMER NIGHT'S DREAM,TITANIA,PERSON,LOVES,BOTTOM,PERSON,play_configs
A MIDSUMMER NIGHT'S DREAM,PUCK,PERSON,SERVES,OBERON,PERSON,play_configs
A MIDSUMMER NIGHT'S DREAM,THESEUS,PERSON,RULES,Athens,GPE,play_configs
A MIDSUMMER NIGHT'S DREAM,OBERON,PERSON,RULES,Fairy Kingdom,LOCATION,play_configs
A MIDSUMMER NIGHT'S DREAM,THESEUS,PERSON,HOLDS_TITLE,Duke of Athens,TITLE,play_configs
A MIDSUMMER NIGHT'S DREAM,HIPPOLYTA,PERSON,HOLDS_TITLE,Queen of the Amazons,TITLE,play_configs
A MIDSUMMER NIGHT'S DREAM,OBERON,PERSON,HOLDS_TITLE,King of the Fairies,TITLE,play_configs
A MIDSUMMER NIGHT'S DREAM,TITANIA,PERSON,HOLDS_TITLE,Queen of the Fairies,TITLE,play_configs
A MIDSUMMER NIGHT'S DREAM,TITANIA,PERSON,KNOWS,THESEUS,PERSON,auto_extracted
MUCH ADO ABOUT NOTHING,DON PEDRO,PERSON,PRINCE_OF,Arragon,GPE,cast_list
MUCH ADO ABOUT NOTHING,CLAUDIO,PERSON,A_YOUNG_LORD_OF,Florence,GPE,cast_list
MUCH ADO ABOUT NOTHING,BENEDICK,PERSON,A_YOUNG_LORD_OF,Padua,GPE,cast_list
MUCH ADO ABOUT NOTHING,LEONATO,PERSON,GOVERNOR_OF,Messina,GPE,cast_list
MUCH ADO ABOUT NOTHING,BALTHASAR,PERSON,SERVANT_TO,Don Pedro,PERSON,cast_list
MUCH ADO ABOUT NOTHING,BORACHIO,PERSON,FOLLOWER_OF,Don John,PERSON,cast_list
MUCH ADO ABOUT NOTHING,CONRADE,PERSON,FOLLOWER_OF,Don John,PERSON,cast_list
MUCH ADO ABOUT NOTHING,HERO,PERSON,DAUGHTER_TO,Leonato,PERSON,cast_list
MUCH ADO ABOUT NOTHING,BEATRICE,PERSON,NIECE_TO,Leonato,PERSON,cast_list
MUCH ADO ABOUT NOTHING,MARGARET,PERSON,WAITING_GENTLEWOMAN_ATTENDING_ON,Hero,PERSON,cast_list
MUCH ADO ABOUT NOTHING,URSULA,PERSON,WAITING_GENTLEWOMAN_ATTENDING_ON,Hero,PERSON,cast_list
MUCH ADO ABOUT NOTHING,BENEDICK,PERSON,MARRIED_TO,BEATRICE,PERSON,play_configs
MUCH ADO ABOUT NOTHING,CLAUDIO,PERSON,MARRIED_TO,HERO,PERSON,play_configs
MUCH ADO ABOUT NOTHING,HERO,PERSON,DAUGHTER_OF,LEONATO,PERSON,play_configs
MUCH ADO ABOUT NOTHING,BEATRICE,PERSON,NIECE_OF,LEONATO,PERSON,play_configs
MUCH ADO ABOUT NOTHING,ANTONIO,PERSON,BROTHER_OF,LEONATO,PERSON,play_configs
MUCH ADO ABOUT NOTHING,DON JOHN,PERSON,BROTHER_OF,DON PEDRO,PERSON,play_configs
MUCH ADO ABOUT NOTHING,BENEDICK,PERSON,LOVES,BEATRICE,PERSON,play_configs
MUCH ADO ABOUT NOTHING,BEATRICE,PERSON,LOVES,BENEDICK,PERSON,play_configs
MUCH ADO ABOUT NOTHING,CLAUDIO,PERSON,LOVES,HERO,PERSON,play_configs
MUCH ADO ABOUT NOTHING,DON JOHN,PERSON,DECEIVES,CLAUDIO,PERSON,play_configs
MUCH ADO ABOUT NOTHING,BORACHIO,PERSON,ALLIES_WITH,DON JOHN,PERSON,play_configs
MUCH ADO ABOUT NOTHING,CONRADE,PERSON,ALLIES_WITH,DON JOHN,PERSON,play_configs
MUCH ADO ABOUT NOTHING,DON PEDRO,PERSON,RULES,Arragon,GPE,play_configs
MUCH ADO ABOUT NOTHING,LEONATO,PERSON,RULES,Messina,GPE,play_configs
MUCH ADO ABOUT NOTHING,DON PEDRO,PERSON,HOLDS_TITLE,Prince of Arragon,TITLE,play_configs
MUCH ADO ABOUT NOTHING,LEONATO,PERSON,HOLDS_TITLE,Governor of Messina,TITLE,play_configs
MUCH ADO ABOUT NOTHING,DOGBERRY,PERSON,HOLDS_TITLE,Constable,TITLE,play_configs
MUCH ADO ABOUT NOTHING,Messina,GPE,LOCATED_IN,Italy,GPE,play_configs
MUCH ADO ABOUT NOTHING,Florence,GPE,LOCATED_IN,Italy,GPE,play_configs
MUCH ADO ABOUT NOTHING,Padua,GPE,LOCATED_IN,Italy,GPE,play_configs
MUCH ADO ABOUT NOTHING,Arragon,GPE,LOCATED_IN,Italy,GPE,play_configs
THE TRAGEDY OF ROMEO AND JULIET,ESCALUS,PERSON,PRINCE_OF,Verona,GPE,cast_list
THE TRAGEDY OF ROMEO AND JULIET,MERCUTIO,PERSON,KINSMAN_TO,the Prince,GPE,cast_list
THE TRAGEDY OF ROMEO AND JULIET,PARIS,PERSON,"A_YOUNG_NOBLEMAN,_KINSMAN_TO",the Prince,GPE,cast_list
THE TRAGEDY OF ROMEO AND JULIET,MONTAGUE,PERSON,HEAD_OF,a Veronese family at feud with the Capulets,GPE,cast_list
THE TRAGEDY OF ROMEO AND JULIET,LADY MONTAGUE,PERSON,WIFE_TO,Montague,PERSON,cast_list
THE TRAGEDY OF ROMEO AND JULIET,ROMEO,PERSON,SON_TO,Montague,PERSON,cast_list
THE TRAGEDY OF ROMEO AND JULIET,BENVOLIO,PERSON,NEPHEW_TO,Montague,PERSON,cast_list
THE TRAGEDY OF ROMEO AND JULIET,ABRAM,PERSON,SERVANT_TO,Montague,PERSON,cast_list
THE TRAGEDY OF ROMEO AND JULIET,BALTHASAR,PERSON,SERVANT_TO,Romeo,PERSON,cast_list
THE TRAGEDY OF ROMEO AND JULIET,CAPULET,PERSON,HEAD_OF,a Veronese family at feud with the Montagues,GPE,cast_list
THE TRAGEDY OF ROMEO AND JULIET,LADY CAPULET,PERSON,WIFE_TO,Capulet,PERSON,cast_list
THE TRAGEDY OF ROMEO AND JULIET,JULIET,PERSON,DAUGHTER_TO,Capulet,PERSON,cast_list
THE TRAGEDY OF ROMEO AND JULIET,TYBALT,PERSON,NEPHEW_TO,Lady Capulet,PERSON,cast_list
THE TRAGEDY OF ROMEO AND JULIET,SAMPSON,PERSON,SERVANT_TO,Capulet,PERSON,cast_list
THE TRAGEDY OF ROMEO AND JULIET,GREGORY,PERSON,SERVANT_TO,Capulet,PERSON,cast_list
THE TRAGEDY OF ROMEO AND JULIET,ROMEO,PERSON,MARRIED_TO,JULIET,PERSON,play_configs
THE TRAGEDY OF ROMEO AND JULIET,ROMEO,PERSON,SON_OF,MONTAGUE,PERSON,play_configs
THE TRAGEDY OF ROMEO AND JULIET,JULIET,PERSON,DAUGHTER_OF,CAPULET,PERSON,play_configs
THE TRAGEDY OF ROMEO AND JULIET,BENVOLIO,PERSON,NEPHEW_OF,MONTAGUE,PERSON,play_configs
THE TRAGEDY OF ROMEO AND JULIET,TYBALT,PERSON,NEPHEW_OF,LADY CAPULET,PERSON,play_configs
THE TRAGEDY OF ROMEO AND JULIET,ROMEO,PERSON,KILLS,TYBALT,PERSON,play_configs
THE TRAGEDY OF ROMEO AND JULIET,ROMEO,PERSON,KILLS,PARIS,PERSON,play_configs
THE TRAGEDY OF ROMEO AND JULIET,TYBALT,PERSON,KILLS,MERCUTIO,PERSON,play_configs
THE TRAGEDY OF ROMEO AND JULIET,ROMEO,PERSON,LOVES,JULIET,PERSON,play_configs
THE TRAGEDY OF ROMEO AND JULIET,JULIET,PERSON,LOVES,ROMEO,PERSON,play_configs
THE TRAGEDY OF ROMEO AND JULIET,PARIS,PERSON,LOVES,JULIET,PERSON,play_configs
THE TRAGEDY OF ROMEO AND JULIET,MONTAGUE,PERSON,FEUD_WITH,CAPULET,PERSON,play_configs
THE TRAGEDY OF ROMEO AND JULIET,CAPULET,PERSON,FEUD_WITH,MONTAGUE,PERSON,play_configs
THE TRAGEDY OF ROMEO AND JULIET,FRIAR LAWRENCE,PERSON,ALLIES_WITH,ROMEO,PERSON,play_configs
THE TRAGEDY OF ROMEO AND JULIET,ESCALUS,PERSON,RULES,Verona,GPE,play_configs
THE TRAGEDY OF ROMEO AND JULIET,MONTAGUE,PERSON,BASED_IN,Verona,GPE,play_configs
THE TRAGEDY OF ROMEO AND JULIET,CAPULET,PERSON,BASED_IN,Verona,GPE,play_configs
THE TRAGEDY OF ROMEO AND JULIET,ROMEO,PERSON,HOLDS_TITLE,Prince of Verona,TITLE,play_configs
THE TRAGEDY OF ROMEO AND JULIET,ESCALUS,PERSON,HOLDS_TITLE,Prince of Verona,TITLE,play_configs
THE TRAGEDY OF ROMEO AND JULIET,Mantua,GPE,LOCATED_IN,Italy,GPE,play_configs
THE TRAGEDY OF ROMEO AND JULIET,Verona,GPE,LOCATED_IN,Italy,GPE,play_configs
