play,act,scene,location,entity_text,spacy_label,label_description,start_char,end_char
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Padua,GPE,"Countries, cities, states",1488,1493
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Messina,GPE,"Countries, cities, states",1595,1602
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Cupid,ORG,"Companies, agencies, institutions, etc.",1618,1623
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Cupid,ORG,"Companies, agencies, institutions, etc.",1698,1703
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Benedick,PERSON,"People, including fictional",1922,1930
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,MESSENGER,PERSON,"People, including fictional",1985,1994
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,holp,PERSON,"People, including fictional",2089,2093
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,MESSENGER,PERSON,"People, including fictional",2170,2179
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,MESSENGER,PERSON,"People, including fictional",2277,2286
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Benedick,PERSON,"People, including fictional",2558,2566
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,four,CARDINAL,Numerals that do not fall under another type,2698,2702
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,five,CARDINAL,Numerals that do not fall under another type,2710,2714
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,every month,DATE,Absolute or relative dates or periods,3010,3021
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,MESSENGER,PERSON,"People, including fictional",3043,3052
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,MESSENGER,PERSON,"People, including fictional",3188,3197
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,MESSENGER,PERSON,"People, including fictional",3413,3422
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Claudio,PERSON,"People, including fictional",3469,3476
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Claudio,PERSON,"People, including fictional",3628,3635
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Benedick,PERSON,"People, including fictional",3659,3667
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,a thousand pound,QUANTITY,"Measurements, as of weight or distance",3686,3702
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,MESSENGER,PERSON,"People, including fictional",3720,3729
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,January,DATE,Absolute or relative dates or periods,3863,3870
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Don Pedro,PERSON,"People, including fictional",3883,3892
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Don Pedro,PERSON,"People, including fictional",3914,3923
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Don John,PERSON,"People, including fictional",3925,3933
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Claudio,PERSON,"People, including fictional",3935,3942
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Benedick,PERSON,"People, including fictional",3944,3952
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Balthasar,PERSON,"People, including fictional",3954,3963
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",3980,3985
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Grace,PERSON,"People, including fictional",4173,4178
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",4305,4310
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",4430,4438
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Benedick,PERSON,"People, including fictional",4501,4509
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,DON,PERSON,"People, including fictional",4542,4545
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",4546,4551
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Benedick,PERSON,"People, including fictional",4571,4579
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",4716,4724
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Messina,GPE,"Countries, cities, states",4813,4820
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Benedick,PERSON,"People, including fictional",4904,4912
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",4932,4940
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Lady Disdain,PERSON,"People, including fictional",4956,4968
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Benedick,PERSON,"People, including fictional",5086,5094
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",5165,5173
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",5587,5595
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",5794,5802
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",5904,5912
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,DON,PERSON,"People, including fictional",6098,6101
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",6102,6107
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Leonato,PERSON,"People, including fictional",6133,6140
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Claudio,PERSON,"People, including fictional",6150,6157
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Benedick,PERSON,"People, including fictional",6171,6179
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Leonato,PERSON,"People, including fictional",6196,6203
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,the least a month,DATE,Absolute or relative dates or periods,6259,6276
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Don John,PERSON,"People, including fictional",6456,6464
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,JOHN,PERSON,"People, including fictional",6567,6571
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Grace,PERSON,"People, including fictional",6651,6656
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",6670,6675
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Leonato,PERSON,"People, including fictional",6688,6695
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Benedick,PERSON,"People, including fictional",6733,6741
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Claudio,PERSON,"People, including fictional",6746,6753
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,CLAUDIO,ORG,"Companies, agencies, institutions, etc.",6755,6762
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Benedick,PERSON,"People, including fictional",6764,6772
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",6823,6831
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",6912,6920
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,CLAUDIO,ORG,"Companies, agencies, institutions, etc.",7085,7092
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",7135,7143
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,thou likest,PERSON,"People, including fictional",7482,7493
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",7499,7507
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",7597,7605
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Yea,PERSON,"People, including fictional",7607,7610
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Jack,PERSON,"People, including fictional",7703,7707
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Cupid,ORG,"Companies, agencies, institutions, etc.",7720,7725
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Vulcan,PRODUCT,"Objects, vehicles, foods, etc. (not services)",7753,7759
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,CLAUDIO,ORG,"Companies, agencies, institutions, etc.",7837,7844
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",7906,7914
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,first,ORDINAL,"""first"", ""second"", etc.",8071,8076
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,May,DATE,Absolute or relative dates or periods,8080,8083
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,the last of December,DATE,Absolute or relative dates or periods,8089,8109
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Hero,ORG,"Companies, agencies, institutions, etc.",8245,8249
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",8268,8276
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,one,CARDINAL,Numerals that do not fall under another type,8326,8329
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Sundays,DATE,Absolute or relative dates or periods,8526,8533
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Don Pedro,PERSON,"People, including fictional",8544,8553
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Don Pedro,PERSON,"People, including fictional",8561,8570
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",8600,8605
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Leonato,PERSON,"People, including fictional",8664,8671
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",8675,8683
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Grace,PERSON,"People, including fictional",8698,8703
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,DON,PERSON,"People, including fictional",8732,8735
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",8736,8741
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",8776,8784
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Claudio,PERSON,"People, including fictional",8802,8809
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Grace,ORG,"Companies, agencies, institutions, etc.",8965,8970
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Mark,PERSON,"People, including fictional",8979,8983
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Hero,ORG,"Companies, agencies, institutions, etc.",9014,9018
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Leonato,ORG,"Companies, agencies, institutions, etc.",9020,9027
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,CLAUDIO,ORG,"Companies, agencies, institutions, etc.",9046,9053
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",9092,9100
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,CLAUDIO,ORG,"Companies, agencies, institutions, etc.",9204,9211
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",9286,9291
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,DON,PERSON,"People, including fictional",9399,9402
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",9403,9408
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,CLAUDIO,ORG,"Companies, agencies, institutions, etc.",9443,9450
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",9489,9497
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,two,CARDINAL,Numerals that do not fall under another type,9509,9512
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,troths,ORG,"Companies, agencies, institutions, etc.",9524,9530
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,CLAUDIO,ORG,"Companies, agencies, institutions, etc.",9555,9562
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",9593,9598
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",9628,9636
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,CLAUDIO,ORG,"Companies, agencies, institutions, etc.",9870,9877
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",9943,9951
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,DON,PERSON,"People, including fictional",10352,10355
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",10356,10361
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",10413,10421
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Cupid,ORG,"Companies, agencies, institutions, etc.",10684,10689
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",10695,10700
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",10784,10792
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Adam,PERSON,"People, including fictional",10918,10922
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",10928,10933
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",11006,11014
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Benedick,PERSON,"People, including fictional",11062,11070
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Benedick,PERSON,"People, including fictional",11286,11294
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,CLAUDIO,ORG,"Companies, agencies, institutions, etc.",11313,11320
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,DON,PERSON,"People, including fictional",11376,11379
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",11380,11385
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Cupid,ORG,"Companies, agencies, institutions, etc.",11395,11400
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Venice,GPE,"Countries, cities, states",11434,11440
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",11476,11484
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",11525,11530
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,the hours,TIME,Times smaller than a day,11562,11571
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Benedick,PERSON,"People, including fictional",11603,11611
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Leonato,ORG,"Companies, agencies, institutions, etc.",11623,11630
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",11739,11747
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,CLAUDIO,ORG,"Companies, agencies, institutions, etc.",11827,11834
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,The sixth of July,DATE,Absolute or relative dates or periods,11899,11916
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Benedick,PERSON,"People, including fictional",11938,11946
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,BENEDICK,PERSON,"People, including fictional",11948,11956
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",12241,12246
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,CLAUDIO,ORG,"Companies, agencies, institutions, etc.",12374,12381
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,DON,PERSON,"People, including fictional",12414,12417
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",12418,12423
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Hero,PERSON,"People, including fictional",12438,12442
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Dost,PERSON,"People, including fictional",12465,12469
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Claudio,PERSON,"People, including fictional",12487,12494
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,return'd,PERSON,"People, including fictional",12698,12706
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Hero,ORG,"Companies, agencies, institutions, etc.",12850,12854
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Hero,PERSON,"People, including fictional",13012,13016
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,CLAUDIO,ORG,"Companies, agencies, institutions, etc.",13170,13177
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,PEDRO,PERSON,"People, including fictional",13351,13356
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,tonight,TIME,Times smaller than a day,13566,13573
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Hero,PERSON,"People, including fictional",13630,13634
MUCH ADO ABOUT NOTHING,1,1,Before Leonato's House.,Claudio,PERSON,"People, including fictional",13640,13647
MUCH ADO ABOUT NOTHING,1,2,A room in Leonato's house.,Antonio,GPE,"Countries, cities, states",18,25
MUCH ADO ABOUT NOTHING,1,2,A room in Leonato's house.,Claudio,PERSON,"People, including fictional",358,365
MUCH ADO ABOUT NOTHING,1,2,A room in Leonato's house.,Claudio,PERSON,"People, including fictional",484,491
MUCH ADO ABOUT NOTHING,1,2,A room in Leonato's house.,this night,TIME,Times smaller than a day,557,567
MUCH ADO ABOUT NOTHING,1,2,A room in Leonato's house.,Cousins,PERSON,"People, including fictional",1071,1078
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,Don John,PERSON,"People, including fictional",6,14
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,Conrade,PERSON,"People, including fictional",19,26
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,JOHN,PERSON,"People, including fictional",107,111
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,DON,ORG,"Companies, agencies, institutions, etc.",235,238
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,JOHN,PERSON,"People, including fictional",239,243
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,JOHN,PERSON,"People, including fictional",366,370
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,Saturn,PRODUCT,"Objects, vehicles, foods, etc. (not services)",434,440
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,JOHN,PERSON,"People, including fictional",1112,1116
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,JOHN,PERSON,"People, including fictional",1699,1703
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,Leonato,ORG,"Companies, agencies, institutions, etc.",1894,1901
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,DON,PERSON,"People, including fictional",1960,1963
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,JOHN,PERSON,"People, including fictional",1964,1968
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,JOHN,PERSON,"People, including fictional",2134,2138
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,Claudio,PERSON,"People, including fictional",2164,2171
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,JOHN,PERSON,"People, including fictional",2196,2200
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,Hero,ORG,"Companies, agencies, institutions, etc.",2277,2281
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,Leonato,GPE,"Countries, cities, states",2308,2315
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,JOHN,PERSON,"People, including fictional",2321,2325
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,March,DATE,Absolute or relative dates or periods,2342,2347
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,Claudio,PERSON,"People, including fictional",2476,2483
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,whipt,NORP,Nationalities or religious or political groups,2520,2525
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,Claudio,PERSON,"People, including fictional",2666,2673
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,DON,PERSON,"People, including fictional",2675,2678
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,JOHN,PERSON,"People, including fictional",2679,2683
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,DON,PERSON,"People, including fictional",2933,2936
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,JOHN,PERSON,"People, including fictional",2937,2941
MUCH ADO ABOUT NOTHING,1,3,Another room in Leonato's house.,Lordship,ORG,"Companies, agencies, institutions, etc.",3120,3128
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Antonio,GPE,"Countries, cities, states",15,22
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Hero,ORG,"Companies, agencies, institutions, etc.",24,28
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Beatrice,ORG,"Companies, agencies, institutions, etc.",30,38
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,John,PERSON,"People, including fictional",74,78
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,an hour,TIME,Times smaller than a day,204,211
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Benedick,PERSON,"People, including fictional",351,359
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,half,CARDINAL,Numerals that do not fall under another type,487,491
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Benedick,PERSON,"People, including fictional",500,508
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,John,PERSON,"People, including fictional",527,531
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,half,CARDINAL,Numerals that do not fall under another type,545,549
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,John,PERSON,"People, including fictional",556,560
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Benedick,PERSON,"People, including fictional",585,593
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,every morning,TIME,Times smaller than a day,1217,1230
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,evening,TIME,Times smaller than a day,1235,1242
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Devil,PERSON,"People, including fictional",1861,1866
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Beatrice,PERSON,"People, including fictional",1950,1958
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Saint Peter,PERSON,"People, including fictional",2048,2059
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,the day,DATE,Absolute or relative dates or periods,2144,2151
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,one day,DATE,Absolute or relative dates or periods,2498,2505
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Adam,PERSON,"People, including fictional",2751,2755
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Daughter,PERSON,"People, including fictional",2840,2848
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,first,ORDINAL,"""first"", ""second"", etc.",3231,3236
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Scotch,NORP,Nationalities or religious or political groups,3267,3273
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Repentance,ORG,"Companies, agencies, institutions, etc.",3392,3402
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Don Pedro,PERSON,"People, including fictional",3686,3695
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Claudio,PERSON,"People, including fictional",3697,3704
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Benedick,PERSON,"People, including fictional",3706,3714
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Balthasar,PERSON,"People, including fictional",3716,3725
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Don John,PERSON,"People, including fictional",3727,3735
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Borachio,GPE,"Countries, cities, states",3737,3745
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Margaret,PERSON,"People, including fictional",3747,3755
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Ursula,PERSON,"People, including fictional",3757,3763
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,PEDRO,PERSON,"People, including fictional",3788,3793
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,Lady,PERSON,"People, including fictional",3795,3799
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,PEDRO,PERSON,"People, including fictional",3960,3965
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,HERO,ORG,"Companies, agencies, institutions, etc.",3992,3996
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,DON,PERSON,"People, including fictional",4027,4030
MUCH ADO ABOUT NOTHING,2,1,A hall in Leonato's house.,PEDRO,PERSON,"People, including fictional",4031,4036
