play,act,scene,location,entity_text,spacy_label,label_description,start_char,end_char
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,an hour,TIME,Times smaller than a day,5291,5298
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,the worshipp'd sun Peer'd,ORG,"Companies, agencies, institutions, etc.",5306,5331
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,one,CARDINAL,Numerals that do not fall under another type,5710,5713
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,MONTAGUE,DATE,Absolute or relative dates or periods,5822,5830
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,morning,TIME,Times smaller than a day,5904,5911
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,Aurora,ORG,"Companies, agencies, institutions, etc.",6075,6081
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,an artificial night,TIME,Times smaller than a day,6236,6255
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,MONTAGUE,DATE,Absolute or relative dates or periods,6393,6401
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,BENVOLIO,PERSON,"People, including fictional",6443,6451
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,MONTAGUE,DATE,Absolute or relative dates or periods,6491,6499
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,MONTAGUE,DATE,Absolute or relative dates or periods,7018,7026
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,Exeunt Montague,ORG,"Companies, agencies, institutions, etc.",7113,7128
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,Lady Montague,PERSON,"People, including fictional",7133,7146
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,morrow,DATE,Absolute or relative dates or periods,7163,7169
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,the day,DATE,Absolute or relative dates or periods,7189,7196
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,nine,CARDINAL,Numerals that do not fall under another type,7232,7236
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,Romeo,ORG,"Companies, agencies, institutions, etc.",7358,7363
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,BENVOLIO,PERSON,"People, including fictional",7524,7532
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,first,ORDINAL,"""first"", ""second"", etc.",7919,7924
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,Misshapen,PERSON,"People, including fictional",7968,7977
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,Dost,PERSON,"People, including fictional",8151,8155
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,BENVOLIO,PERSON,"People, including fictional",8233,8241
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,Doth,PERSON,"People, including fictional",8453,8457
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,Love,WORK_OF_ART,"Titles of books, songs, etc.",8498,8502
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,Farewell,PERSON,"People, including fictional",8722,8730
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,Romeo,ORG,"Companies, agencies, institutions, etc.",8880,8885
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,BENVOLIO,PERSON,"People, including fictional",9003,9011
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,Groan,PERSON,"People, including fictional",9013,9018
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,BENVOLIO,PERSON,"People, including fictional",9179,9187
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,BENVOLIO,PERSON,"People, including fictional",9284,9292
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,Cupid,ORG,"Companies, agencies, institutions, etc.",9397,9402
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,Dian,PERSON,"People, including fictional",9421,9425
THE TRAGEDY OF ROMEO AND JULIET,1,1,A public place.,Farewell,PERSON,"People, including fictional",10633,10641
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Paris,GPE,"Countries, cities, states",15,20
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,CAPULET,ORG,"Companies, agencies, institutions, etc.",34,41
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Montague,PERSON,"People, including fictional",47,55
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,PARIS,GPE,"Countries, cities, states",165,170
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,CAPULET,ORG,"Companies, agencies, institutions, etc.",293,300
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,fourteen years,DATE,Absolute or relative dates or periods,416,430
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,two,CARDINAL,Numerals that do not fall under another type,436,439
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,PARIS,GPE,"Countries, cities, states",516,521
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,CAPULET,ORG,"Companies, agencies, institutions, etc.",564,571
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Paris,GPE,"Countries, cities, states",722,727
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,This night,TIME,Times smaller than a day,866,876
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,One,CARDINAL,Numerals that do not fall under another type,987,990
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,this night,TIME,Times smaller than a day,1065,1075
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Earth,LOC,"Non-GPE locations, mountain ranges, bodies of water",1076,1081
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,April,DATE,Absolute or relative dates or periods,1187,1192
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,winter,DATE,Absolute or relative dates or periods,1216,1222
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,this night,TIME,Times smaller than a day,1283,1293
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,May,DATE,Absolute or relative dates or periods,1425,1428
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Verona,PERSON,"People, including fictional",1528,1534
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Paris,GPE,"Countries, cities, states",1685,1690
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Romeo,ORG,"Companies, agencies, institutions, etc.",2079,2084
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Tut,PERSON,"People, including fictional",2096,2099
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,one,CARDINAL,Numerals that do not fall under another type,2106,2109
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,One,CARDINAL,Numerals that do not fall under another type,2144,2147
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,holp,PERSON,"People, including fictional",2206,2210
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,One,CARDINAL,Numerals that do not fall under another type,2232,2235
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Romeo,ORG,"Companies, agencies, institutions, etc.",2491,2496
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Ye,PERSON,"People, including fictional",2898,2900
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Martino,PERSON,"People, including fictional",2993,3000
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,County Anselmo,ORG,"Companies, agencies, institutions, etc.",3029,3043
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Utruvio,PERSON,"People, including fictional",3089,3096
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Signior Placentio,ORG,"Companies, agencies, institutions, etc.",3098,3115
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Mercutio,PERSON,"People, including fictional",3139,3147
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Valentine,PERSON,"People, including fictional",3164,3173
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Capulet,PERSON,"People, including fictional",3186,3193
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Rosaline,PERSON,"People, including fictional",3234,3242
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Livia,PERSON,"People, including fictional",3247,3252
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Valentio,ORG,"Companies, agencies, institutions, etc.",3262,3270
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Tybalt,PERSON,"People, including fictional",3286,3292
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Lucio,PERSON,"People, including fictional",3294,3299
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Helena,ORG,"Companies, agencies, institutions, etc.",3315,3321
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Whither,PERSON,"People, including fictional",3361,3368
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Whither,PERSON,"People, including fictional",3407,3414
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,ask'd,NORP,Nationalities or religious or political groups,3519,3524
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Capulet,PERSON,"People, including fictional",3613,3620
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Montagues,PERSON,"People, including fictional",3656,3665
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Capulet,PERSON,"People, including fictional",3766,3773
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Rosaline,PERSON,"People, including fictional",3790,3798
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Verona,GPE,"Countries, cities, states",3853,3859
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,One,CARDINAL,Numerals that do not fall under another type,4172,4175
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,first,ORDINAL,"""first"", ""second"", etc.",4242,4247
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,Tut,PERSON,"People, including fictional",4275,4278
THE TRAGEDY OF ROMEO AND JULIET,1,2,A Street.,pois'd,NORP,Nationalities or religious or political groups,4326,4332
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",35,42
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",94,99
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,twelve year old,DATE,Absolute or relative dates or periods,127,142
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Juliet,PERSON,"People, including fictional",225,231
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",275,280
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,JULIET,PERSON,"People, including fictional",295,301
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",539,544
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",591,598
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,fourteen,DATE,Absolute or relative dates or periods,610,618
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",620,625
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,fourteen,CARDINAL,Numerals that do not fall under another type,636,644
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,four,CARDINAL,Numerals that do not fall under another type,703,707
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,fourteen,DATE,Absolute or relative dates or periods,720,728
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Lammas,PERSON,"People, including fictional",752,758
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,A fortnight,DATE,Absolute or relative dates or periods,779,790
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,odd days,DATE,Absolute or relative dates or periods,795,803
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",805,810
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,all days,DATE,Absolute or relative dates or periods,828,836
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,the year,DATE,Absolute or relative dates or periods,840,848
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Come Lammas Eve,PERSON,"People, including fictional",850,865
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,night,TIME,Times smaller than a day,869,874
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,fourteen,DATE,Absolute or relative dates or periods,888,896
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Susan,PERSON,"People, including fictional",898,903
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Christian,NORP,Nationalities or religious or political groups,926,935
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Susan,PERSON,"People, including fictional",966,971
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Lammas Eve,PERSON,"People, including fictional",1028,1038
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,night,TIME,Times smaller than a day,1042,1047
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,fourteen,DATE,Absolute or relative dates or periods,1061,1069
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,eleven years,DATE,Absolute or relative dates or periods,1144,1156
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,the days of the year,DATE,Absolute or relative dates or periods,1211,1231
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,that day,DATE,Absolute or relative dates or periods,1238,1246
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Mantua,GPE,"Countries, cities, states",1362,1368
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,eleven years,DATE,Absolute or relative dates or periods,1637,1649
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,the day,DATE,Absolute or relative dates or periods,1750,1757
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Wilt,PERSON,"People, including fictional",1963,1967
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Jule,PERSON,"People, including fictional",1978,1982
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,a thousand years,DATE,Absolute or relative dates or periods,2121,2137
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Wilt,PERSON,"People, including fictional",2166,2170
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Jule,PERSON,"People, including fictional",2181,2185
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",2301,2306
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Yea,PERSON,"People, including fictional",2521,2524
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,fall'st,PERSON,"People, including fictional",2546,2553
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Wilt,PERSON,"People, including fictional",2618,2622
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Jule,PERSON,"People, including fictional",2633,2637
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Nurse,PERSON,"People, including fictional",2708,2713
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,I. NURSE,ORG,"Companies, agencies, institutions, etc.",2719,2727
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,nurs'd,FAC,"Buildings, airports, highways, bridges, etc.",2817,2823
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Juliet,PERSON,"People, including fictional",2971,2977
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",3067,3072
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",3171,3178
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Verona,GPE,"Countries, cities, states",3235,3241
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Paris,GPE,"Countries, cities, states",3398,3403
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",3428,3433
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Lady,PERSON,"People, including fictional",3454,3458
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",3516,3523
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Verona,PERSON,"People, including fictional",3525,3531
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,summer,DATE,Absolute or relative dates or periods,3534,3540
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",3565,3570
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,This night,TIME,Times smaller than a day,3672,3682
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Paris,GPE,"Countries, cities, states",3748,3753
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",4318,4323
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",4370,4377
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Paris,GPE,"Countries, cities, states",4410,4415
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",4791,4798
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Exit Servant,PERSON,"People, including fictional",4816,4828
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,Juliet,PERSON,"People, including fictional",4830,4836
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,the County,GPE,"Countries, cities, states",4838,4848
THE TRAGEDY OF ROMEO AND JULIET,1,3,Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",4856,4861
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,Mercutio,PERSON,"People, including fictional",13,21
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,Benvolio,PERSON,"People, including fictional",23,31
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,five,CARDINAL,Numerals that do not fall under another type,38,42
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,Torch,ORG,"Companies, agencies, institutions, etc.",59,64
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,BENVOLIO,PERSON,"People, including fictional",173,181
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,Cupid,ORG,"Companies, agencies, institutions, etc.",232,237
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,Bearing a Tartar's,ORG,"Companies, agencies, institutions, etc.",263,281
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,Romeo,ORG,"Companies, agencies, institutions, etc.",622,627
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,Cupid,ORG,"Companies, agencies, institutions, etc.",820,825
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,Prick,PERSON,"People, including fictional",1297,1302
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,BENVOLIO,PERSON,"People, including fictional",1521,1529
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,Tut,PERSON,"People, including fictional",1841,1844
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,dun,PERSON,"People, including fictional",1846,1849
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,Five,CARDINAL,Numerals that do not fall under another type,2184,2188
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,five,CARDINAL,Numerals that do not fall under another type,2219,2223
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,tonight,TIME,Times smaller than a day,2352,2359
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,I. ROMEO,PERSON,"People, including fictional",2382,2390
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,Queen Mab,PERSON,"People, including fictional",2528,2537
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,Time,ORG,"Companies, agencies, institutions, etc.",3165,3169
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,night,TIME,Times smaller than a day,3247,3252
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,O'er,PERSON,"People, including fictional",3306,3310
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,O'er,PERSON,"People, including fictional",3362,3366
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,O'er,PERSON,"People, including fictional",3413,3417
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,Mab,PERSON,"People, including fictional",3482,3485
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,ambuscados,GPE,"Countries, cities, states",3879,3889
