play,from_node,from_label,rel_type,to_node,to_label,extraction_source
MACBETH,MACBETH,PERSON,KNOWS,DONALBAIN,PERSON,auto_extracted
MACBETH,DONALBAIN,PERSON,KNOWS,MACBETH,PERSON,auto_extracted
MACBETH,MACDUFF,PERSON,KNOWS,MALCOLM,PERSON,auto_extracted
MACBETH,MALCOLM,PERSON,KNOWS,MACDUFF,PERSON,auto_extracted
MACBETH,MALCOLM,PERSON,KNOWS,DONALBAIN,PERSON,auto_extracted
MACBETH,DONALBAIN,PERSON,KNOWS,MALCOLM,PERSON,auto_extracted
MACBETH,MALCOLM,PERSON,KNOWS,BANQUO,PERSON,auto_extracted
MACBETH,BANQUO,PERSON,KNOWS,MALCOLM,PERSON,auto_extracted
MACBETH,BANQUO,PERSON,KNOWS,MACDUFF,PERSON,auto_extracted
MACBETH,MACDUFF,PERSON,KNOWS,BANQUO,PERSON,auto_extracted
MACBETH,ROSS,PERSON,KNOWS,MACDUFF,PERSON,auto_extracted
MACBETH,MACDUFF,PERSON,KNOWS,ROSS,PERSON,auto_extracted
MACBETH,MACBETH,PERSON,KNOWS,ROSS,PERSON,auto_extracted
MACBETH,ROSS,PERSON,KNOWS,MACBETH,PERSON,auto_extracted
MACBETH,ROSS,PERSON,KNOWS,LADY MACBETH,PERSON,auto_extracted
MACBETH,LADY MACBETH,PERSON,KNOWS,ROSS,PERSON,auto_extracted
MACBETH,LADY MACDUFF,PERSON,KNOWS,ROSS,PERSON,auto_extracted
MACBETH,ROSS,PERSON,KNOWS,LADY MACDUFF,PERSON,auto_extracted
MACBETH,MALCOLM,PERSON,KNOWS,ROSS,PERSON,auto_extracted
MACBETH,ROSS,PERSON,KNOWS,MALCOLM,PERSON,auto_extracted
MACBETH,MACBETH,PERSON,KNOWS,SEYTON,PERSON,auto_extracted
MACBETH,SEYTON,PERSON,KNOWS,MACBETH,PERSON,auto_extracted
MACBETH,MALCOLM,PERSON,KNOWS,MENTEITH,PERSON,auto_extracted
MACBETH,MENTEITH,PERSON,KNOWS,MALCOLM,PERSON,auto_extracted
MACBETH,MACBETH,PERSON,KNOWS,MALCOLM,PERSON,auto_extracted
MACBETH,MALCOLM,PERSON,KNOWS,MACBETH,PERSON,auto_extracted
MACBETH,MALCOLM,PERSON,KNOWS,ROSS,PERSON,knows_dialogue
MACBETH,BANQUO,PERSON,KNOWS,MACBETH,PERSON,knows_dialogue
MACBETH,BANQUO,PERSON,KNOWS,ROSS,PERSON,knows_dialogue
MACBETH,MACBETH,PERSON,KNOWS,ROSS,PERSON,knows_dialogue
MACBETH,BANQUO,PERSON,KNOWS,MALCOLM,PERSON,knows_dialogue
MACBETH,MACBETH,PERSON,KNOWS,MALCOLM,PERSON,knows_dialogue
MACBETH,LADY MACBETH,PERSON,KNOWS,MACBETH,PERSON,knows_dialogue
MACBETH,BANQUO,PERSON,KNOWS,LADY MACBETH,PERSON,knows_dialogue
MACBETH,BANQUO,PERSON,KNOWS,DONALBAIN,PERSON,knows_dialogue
MACBETH,BANQUO,PERSON,KNOWS,MACDUFF,PERSON,knows_dialogue
MACBETH,DONALBAIN,PERSON,KNOWS,LADY MACBETH,PERSON,knows_dialogue
MACBETH,DONALBAIN,PERSON,KNOWS,MACBETH,PERSON,knows_dialogue
MACBETH,DONALBAIN,PERSON,KNOWS,MACDUFF,PERSON,knows_dialogue
MACBETH,DONALBAIN,PERSON,KNOWS,MALCOLM,PERSON,knows_dialogue
MACBETH,LADY MACBETH,PERSON,KNOWS,MACDUFF,PERSON,knows_dialogue
MACBETH,LADY MACBETH,PERSON,KNOWS,MALCOLM,PERSON,knows_dialogue
MACBETH,MACBETH,PERSON,KNOWS,MACDUFF,PERSON,knows_dialogue
MACBETH,MACDUFF,PERSON,KNOWS,MALCOLM,PERSON,knows_dialogue
MACBETH,MACDUFF,PERSON,KNOWS,ROSS,PERSON,knows_dialogue
MACBETH,LADY MACBETH,PERSON,KNOWS,ROSS,PERSON,knows_dialogue
MACBETH,LADY MACDUFF,PERSON,KNOWS,ROSS,PERSON,knows_dialogue
MACBETH,MACBETH,PERSON,KNOWS,SEYTON,PERSON,knows_dialogue
MACBETH,MACDUFF,PERSON,KNOWS,MENTEITH,PERSON,knows_dialogue
MACBETH,MALCOLM,PERSON,KNOWS,MENTEITH,PERSON,knows_dialogue
